c Random Leveled Graph
a 1572 1623 39
a 1572 1647 7
a 1573 1681 19
a 1573 1627 34
a 1573 1680 23
a 1574 1658 41
a 1574 1625 12
a 1574 1671 29
a 1575 1629 32
a 1575 1673 20
a 1575 1626 48
a 1576 1617 41
a 1576 1651 50
a 1576 1654 4
a 1577 1627 18
a 1577 1660 46
a 1577 1643 18
a 1578 1668 33
a 1578 1620 3
a 1578 1672 26
a 1579 1627 42
a 1579 1650 21
a 1579 1677 47
a 1580 1680 25
a 1580 1618 4
a 1580 1645 28
a 1581 1677 17
a 1581 1638 19
a 1581 1658 48
a 1582 1636 16
a 1582 1626 30
a 1582 1660 14
a 1583 1669 18
a 1583 1645 27
a 1583 1664 18
a 1584 1671 1
a 1584 1639 9
a 1584 1642 37
a 1585 1677 9
a 1585 1676 15
a 1585 1624 29
a 1586 1664 40
a 1586 1639 41
a 1586 1681 22
a 1587 1675 29
a 1587 1665 22
a 1587 1678 47
a 1588 1634 28
a 1588 1640 47
a 1588 1616 44
a 1589 1625 36
a 1589 1647 27
a 1589 1679 23
a 1590 1656 44
a 1590 1618 43
a 1590 1663 5
a 1591 1658 49
a 1591 1652 35
a 1591 1642 10
a 1592 1638 4
a 1592 1654 44
a 1592 1612 36
a 1593 1660 44
a 1593 1663 26
a 1593 1646 12
a 1594 1655 13
a 1594 1658 4
a 1594 1625 36
a 1595 1681 5
a 1595 1656 17
a 1595 1639 8
a 1596 1647 11
a 1596 1653 31
a 1596 1626 23
a 1597 1657 43
a 1597 1667 22
a 1597 1669 44
a 1598 1660 21
a 1598 1681 17
a 1598 1667 49
a 1599 1625 11
a 1599 1655 34
a 1599 1638 18
a 1600 1637 12
a 1600 1666 25
a 1600 1646 15
a 1601 1669 18
a 1601 1632 50
a 1601 1617 23
a 1602 1670 37
a 1602 1675 20
a 1602 1650 30
a 1603 1658 33
a 1603 1646 18
a 1603 1627 38
a 1604 1613 24
a 1604 1652 26
a 1604 1653 36
a 1605 1640 39
a 1605 1658 44
a 1605 1619 18
a 1606 1681 32
a 1606 1649 11
a 1606 1666 45
a 1607 1649 28
a 1607 1617 22
a 1607 1655 41
a 1608 1656 42
a 1608 1612 50
a 1608 1679 42
a 1609 1668 24
a 1609 1612 49
a 1609 1622 14
a 1610 1667 47
a 1610 1654 46
a 1610 1672 22
a 1611 1623 49
a 1611 1616 14
a 1611 1650 24
a 1612 1710 33
a 1612 1749 19
a 1612 1708 13
a 1613 1701 31
a 1613 1708 28
a 1613 1746 9
a 1614 1694 45
a 1614 1748 25
a 1614 1723 17
a 1615 1741 22
a 1615 1684 35
a 1615 1727 39
a 1616 1690 14
a 1616 1707 11
a 1616 1738 50
a 1617 1707 3
a 1617 1687 5
a 1617 1710 13
a 1618 1682 43
a 1618 1727 25
a 1618 1746 14
a 1619 1750 2
a 1619 1723 25
a 1619 1686 41
a 1620 1735 2
a 1620 1724 21
a 1620 1743 47
a 1621 1690 24
a 1621 1731 8
a 1621 1727 15
a 1622 1710 15
a 1622 1708 25
a 1622 1711 36
a 1623 1750 23
a 1623 1731 3
a 1623 1729 12
a 1624 1734 23
a 1624 1709 39
a 1624 1684 48
a 1625 1725 1
a 1625 1735 32
a 1625 1720 49
a 1626 1701 25
a 1626 1721 18
a 1626 1718 30
a 1627 1741 10
a 1627 1723 39
a 1627 1718 26
a 1628 1721 14
a 1628 1743 30
a 1628 1701 8
a 1629 1732 45
a 1629 1717 50
a 1629 1696 44
a 1630 1696 8
a 1630 1690 23
a 1630 1724 28
a 1631 1744 20
a 1631 1704 9
a 1631 1688 1
a 1632 1709 45
a 1632 1705 6
a 1632 1703 24
a 1633 1686 3
a 1633 1747 35
a 1633 1710 42
a 1634 1698 2
a 1634 1746 32
a 1634 1695 14
a 1635 1728 2
a 1635 1687 29
a 1635 1705 47
a 1636 1685 42
a 1636 1702 42
a 1636 1743 28
a 1637 1738 14
a 1637 1711 35
a 1637 1714 20
a 1638 1709 16
a 1638 1733 18
a 1638 1722 50
a 1639 1740 25
a 1639 1687 1
a 1639 1683 13
a 1640 1712 22
a 1640 1721 12
a 1640 1707 6
a 1641 1701 17
a 1641 1699 36
a 1641 1722 8
a 1642 1721 25
a 1642 1744 45
a 1642 1694 7
a 1643 1701 44
a 1643 1702 7
a 1643 1686 34
a 1644 1727 49
a 1644 1684 8
a 1644 1693 38
a 1645 1702 25
a 1645 1708 30
a 1645 1750 48
a 1646 1686 20
a 1646 1701 23
a 1646 1721 30
a 1647 1745 34
a 1647 1719 19
a 1647 1730 23
a 1648 1700 48
a 1648 1692 15
a 1648 1739 5
a 1649 1698 43
a 1649 1716 42
a 1649 1715 14
a 1650 1732 26
a 1650 1726 26
a 1650 1684 50
a 1651 1704 41
a 1651 1713 38
a 1651 1705 22
a 1652 1725 12
a 1652 1726 37
a 1652 1710 18
a 1653 1738 5
a 1653 1725 1
a 1653 1751 36
a 1654 1735 7
a 1654 1734 46
a 1654 1692 16
a 1655 1738 47
a 1655 1729 31
a 1655 1728 47
a 1656 1726 39
a 1656 1695 10
a 1656 1706 6
a 1657 1708 7
a 1657 1741 30
a 1657 1728 33
a 1658 1738 44
a 1658 1732 45
a 1658 1704 30
a 1659 1751 32
a 1659 1744 36
a 1659 1718 41
a 1660 1705 4
a 1660 1749 29
a 1660 1708 18
a 1661 1704 41
a 1661 1715 33
a 1661 1723 26
a 1662 1733 10
a 1662 1738 4
a 1662 1743 48
a 1663 1739 7
a 1663 1743 34
a 1663 1737 44
a 1664 1737 8
a 1664 1698 35
a 1664 1728 24
a 1665 1714 20
a 1665 1689 32
a 1665 1736 27
a 1666 1703 29
a 1666 1723 47
a 1666 1730 8
a 1667 1722 21
a 1667 1737 48
a 1667 1684 12
a 1668 1736 40
a 1668 1749 6
a 1668 1688 37
a 1669 1726 21
a 1669 1723 8
a 1669 1747 3
a 1670 1683 40
a 1670 1710 45
a 1670 1738 39
a 1671 1750 33
a 1671 1693 41
a 1671 1727 42
a 1672 1717 37
a 1672 1713 34
a 1672 1746 7
a 1673 1705 31
a 1673 1701 6
a 1673 1740 1
a 1674 1707 17
a 1674 1722 19
a 1674 1713 48
a 1675 1745 12
a 1675 1741 4
a 1675 1748 19
a 1676 1712 11
a 1676 1717 47
a 1676 1742 21
a 1677 1687 37
a 1677 1682 14
a 1677 1707 21
a 1678 1728 2
a 1678 1740 7
a 1678 1742 8
a 1679 1696 47
a 1679 1726 14
a 1679 1711 27
a 1680 1737 48
a 1680 1686 41
a 1680 1715 38
a 1681 1750 13
a 1681 1735 5
a 1681 1711 31
a 1682 1762 19
a 1682 1802 10
a 1682 1788 12
a 1683 1764 42
a 1683 1760 3
a 1683 1782 2
a 1684 1791 16
a 1684 1776 11
a 1684 1798 24
a 1685 1770 47
a 1685 1781 13
a 1685 1789 50
a 1686 1801 23
a 1686 1800 34
a 1686 1820 41
a 1687 1796 21
a 1687 1795 4
a 1687 1791 16
a 1688 1760 7
a 1688 1791 25
a 1688 1821 38
a 1689 1818 21
a 1689 1758 37
a 1689 1760 9
a 1690 1768 43
a 1690 1777 42
a 1690 1784 10
a 1691 1821 22
a 1691 1789 34
a 1691 1783 40
a 1692 1806 13
a 1692 1779 15
a 1692 1819 39
a 1693 1818 3
a 1693 1789 44
a 1693 1777 20
a 1694 1809 49
a 1694 1813 45
a 1694 1764 19
a 1695 1813 38
a 1695 1771 2
a 1695 1817 49
a 1696 1780 38
a 1696 1811 47
a 1696 1807 34
a 1697 1757 21
a 1697 1780 11
a 1697 1789 46
a 1698 1788 47
a 1698 1819 23
a 1698 1802 5
a 1699 1772 10
a 1699 1771 4
a 1699 1778 44
a 1700 1801 28
a 1700 1777 31
a 1700 1770 22
a 1701 1804 8
a 1701 1763 45
a 1701 1752 44
a 1702 1775 39
a 1702 1808 29
a 1702 1813 17
a 1703 1767 21
a 1703 1806 34
a 1703 1784 23
a 1704 1780 12
a 1704 1774 14
a 1704 1804 7
a 1705 1766 43
a 1705 1756 22
a 1705 1762 36
a 1706 1761 10
a 1706 1780 20
a 1706 1774 2
a 1707 1816 7
a 1707 1786 39
a 1707 1780 18
a 1708 1755 21
a 1708 1760 15
a 1708 1820 10
a 1709 1807 1
a 1709 1777 19
a 1709 1781 8
a 1710 1809 40
a 1710 1790 6
a 1710 1770 4
a 1711 1782 43
a 1711 1771 8
a 1711 1802 44
a 1712 1791 3
a 1712 1789 32
a 1712 1778 40
a 1713 1771 31
a 1713 1814 40
a 1713 1795 8
a 1714 1796 26
a 1714 1775 14
a 1714 1797 14
a 1715 1763 8
a 1715 1769 46
a 1715 1753 36
a 1716 1807 43
a 1716 1786 7
a 1716 1758 25
a 1717 1792 37
a 1717 1807 17
a 1717 1752 32
a 1718 1769 40
a 1718 1753 48
a 1718 1816 18
a 1719 1786 49
a 1719 1808 23
a 1719 1764 24
a 1720 1788 42
a 1720 1783 32
a 1720 1775 12
a 1721 1817 24
a 1721 1795 30
a 1721 1763 47
a 1722 1805 42
a 1722 1762 32
a 1722 1782 29
a 1723 1782 39
a 1723 1804 14
a 1723 1775 39
a 1724 1792 15
a 1724 1775 6
a 1724 1781 38
a 1725 1769 18
a 1725 1792 9
a 1725 1773 12
a 1726 1807 50
a 1726 1770 30
a 1726 1794 40
a 1727 1766 14
a 1727 1798 30
a 1727 1795 27
a 1728 1795 49
a 1728 1803 46
a 1728 1765 15
a 1729 1817 16
a 1729 1772 23
a 1729 1814 15
a 1730 1802 42
a 1730 1761 48
a 1730 1762 50
a 1731 1773 36
a 1731 1784 14
a 1731 1786 41
a 1732 1758 9
a 1732 1781 15
a 1732 1788 49
a 1733 1802 21
a 1733 1793 37
a 1733 1785 8
a 1734 1818 49
a 1734 1795 6
a 1734 1804 14
a 1735 1793 42
a 1735 1763 44
a 1735 1774 1
a 1736 1789 18
a 1736 1806 20
a 1736 1811 33
a 1737 1812 14
a 1737 1798 20
a 1737 1785 43
a 1738 1768 3
a 1738 1810 7
a 1738 1762 48
a 1739 1802 36
a 1739 1783 7
a 1739 1798 28
a 1740 1764 34
a 1740 1799 24
a 1740 1763 35
a 1741 1791 17
a 1741 1784 1
a 1741 1805 33
a 1742 1769 16
a 1742 1815 16
a 1742 1790 10
a 1743 1809 23
a 1743 1814 32
a 1743 1802 9
a 1744 1812 8
a 1744 1759 12
a 1744 1769 8
a 1745 1779 3
a 1745 1803 19
a 1745 1765 44
a 1746 1754 8
a 1746 1760 28
a 1746 1810 3
a 1747 1758 42
a 1747 1795 45
a 1747 1777 29
a 1748 1784 43
a 1748 1819 10
a 1748 1813 33
a 1749 1757 34
a 1749 1779 42
a 1749 1759 42
a 1750 1764 15
a 1750 1792 19
a 1750 1773 5
a 1751 1811 16
a 1751 1786 28
a 1751 1795 3
a 1752 1847 19
a 1752 1870 2
a 1752 1879 28
a 1753 1828 13
a 1753 1849 7
a 1753 1826 21
a 1754 1823 45
a 1754 1887 9
a 1754 1867 33
a 1755 1885 6
a 1755 1886 49
a 1755 1866 39
a 1756 1845 30
a 1756 1853 20
a 1756 1861 48
a 1757 1838 48
a 1757 1867 49
a 1757 1879 1
a 1758 1872 7
a 1758 1837 10
a 1758 1823 50
a 1759 1832 30
a 1759 1874 9
a 1759 1885 25
a 1760 1852 18
a 1760 1875 5
a 1760 1830 15
a 1761 1874 35
a 1761 1868 28
a 1761 1872 26
a 1762 1865 19
a 1762 1845 10
a 1762 1852 41
a 1763 1847 16
a 1763 1838 36
a 1763 1830 4
a 1764 1874 10
a 1764 1882 27
a 1764 1858 31
a 1765 1822 32
a 1765 1889 34
a 1765 1852 25
a 1766 1873 15
a 1766 1839 43
a 1766 1878 19
a 1767 1826 15
a 1767 1847 31
a 1767 1883 31
a 1768 1828 5
a 1768 1881 18
a 1768 1890 13
a 1769 1856 38
a 1769 1882 15
a 1769 1850 43
a 1770 1887 20
a 1770 1856 44
a 1770 1882 15
a 1771 1866 6
a 1771 1870 21
a 1771 1828 14
a 1772 1855 9
a 1772 1880 26
a 1772 1872 35
a 1773 1851 36
a 1773 1852 50
a 1773 1876 4
a 1774 1876 9
a 1774 1863 39
a 1774 1872 31
a 1775 1861 16
a 1775 1852 33
a 1775 1824 44
a 1776 1882 3
a 1776 1846 40
a 1776 1883 21
a 1777 1857 45
a 1777 1856 34
a 1777 1823 23
a 1778 1857 5
a 1778 1891 46
a 1778 1823 27
a 1779 1832 22
a 1779 1851 11
a 1779 1879 29
a 1780 1858 17
a 1780 1886 39
a 1780 1832 48
a 1781 1891 38
a 1781 1850 47
a 1781 1888 31
a 1782 1860 21
a 1782 1826 34
a 1782 1866 19
a 1783 1878 49
a 1783 1885 40
a 1783 1873 29
a 1784 1879 13
a 1784 1882 4
a 1784 1868 33
a 1785 1881 26
a 1785 1888 12
a 1785 1864 42
a 1786 1824 44
a 1786 1857 19
a 1786 1856 25
a 1787 1831 35
a 1787 1841 49
a 1787 1866 48
a 1788 1874 8
a 1788 1827 2
a 1788 1849 39
a 1789 1850 50
a 1789 1873 11
a 1789 1832 40
a 1790 1845 47
a 1790 1863 3
a 1790 1822 27
a 1791 1828 26
a 1791 1872 46
a 1791 1843 37
a 1792 1874 30
a 1792 1888 25
a 1792 1875 50
a 1793 1869 42
a 1793 1860 8
a 1793 1863 49
a 1794 1861 12
a 1794 1884 42
a 1794 1862 1
a 1795 1832 29
a 1795 1825 4
a 1795 1886 43
a 1796 1875 43
a 1796 1847 25
a 1796 1826 50
a 1797 1882 50
a 1797 1859 35
a 1797 1836 13
a 1798 1859 37
a 1798 1845 1
a 1798 1830 38
a 1799 1860 48
a 1799 1850 13
a 1799 1845 21
a 1800 1861 36
a 1800 1838 38
a 1800 1837 21
a 1801 1854 31
a 1801 1829 4
a 1801 1872 18
a 1802 1891 29
a 1802 1854 5
a 1802 1837 48
a 1803 1863 25
a 1803 1845 5
a 1803 1876 14
a 1804 1872 25
a 1804 1842 7
a 1804 1890 49
a 1805 1877 38
a 1805 1840 41
a 1805 1883 19
a 1806 1857 1
a 1806 1890 36
a 1806 1837 36
a 1807 1843 38
a 1807 1886 16
a 1807 1851 26
a 1808 1872 6
a 1808 1833 32
a 1808 1853 48
a 1809 1890 17
a 1809 1860 22
a 1809 1846 12
a 1810 1879 9
a 1810 1834 44
a 1810 1877 32
a 1811 1834 10
a 1811 1861 15
a 1811 1846 17
a 1812 1859 14
a 1812 1823 46
a 1812 1828 23
a 1813 1835 39
a 1813 1853 33
a 1813 1888 40
a 1814 1832 16
a 1814 1891 19
a 1814 1874 8
a 1815 1824 22
a 1815 1851 50
a 1815 1869 46
a 1816 1873 37
a 1816 1833 3
a 1816 1830 7
a 1817 1863 24
a 1817 1862 30
a 1817 1836 29
a 1818 1840 3
a 1818 1884 22
a 1818 1851 38
a 1819 1869 3
a 1819 1848 26
a 1819 1872 23
a 1820 1856 34
a 1820 1881 20
a 1820 1862 5
a 1821 1846 1
a 1821 1850 18
a 1821 1830 7
a 1822 1960 10
a 1822 1944 45
a 1822 1921 48
a 1823 1892 44
a 1823 1948 40
a 1823 1938 42
a 1824 1943 47
a 1824 1895 23
a 1824 1948 22
a 1825 1901 6
a 1825 1940 50
a 1825 1950 16
a 1826 1906 40
a 1826 1920 26
a 1826 1916 26
a 1827 1927 26
a 1827 1946 21
a 1827 1903 45
a 1828 1943 10
a 1828 1956 36
a 1828 1903 17
a 1829 1908 40
a 1829 1955 48
a 1829 1932 5
a 1830 1924 39
a 1830 1899 38
a 1830 1921 24
a 1831 1953 38
a 1831 1929 40
a 1831 1958 3
a 1832 1899 24
a 1832 1922 27
a 1832 1949 50
a 1833 1957 9
a 1833 1930 45
a 1833 1923 42
a 1834 1904 10
a 1834 1910 22
a 1834 1944 6
a 1835 1897 17
a 1835 1920 13
a 1835 1905 5
a 1836 1934 19
a 1836 1930 47
a 1836 1957 8
a 1837 1910 46
a 1837 1946 14
a 1837 1956 46
a 1838 1946 30
a 1838 1945 1
a 1838 1916 19
a 1839 1910 44
a 1839 1954 11
a 1839 1893 47
a 1840 1924 40
a 1840 1959 32
a 1840 1905 7
a 1841 1952 26
a 1841 1892 22
a 1841 1911 38
a 1842 1903 44
a 1842 1958 16
a 1842 1916 8
a 1843 1943 35
a 1843 1912 7
a 1843 1921 29
a 1844 1897 14
a 1844 1909 12
a 1844 1946 1
a 1845 1892 18
a 1845 1926 27
a 1845 1927 19
a 1846 1952 43
a 1846 1924 13
a 1846 1927 45
a 1847 1923 18
a 1847 1948 50
a 1847 1916 3
a 1848 1922 17
a 1848 1904 45
a 1848 1901 39
a 1849 1917 38
a 1849 1955 23
a 1849 1892 38
a 1850 1935 23
a 1850 1941 32
a 1850 1939 24
a 1851 1950 13
a 1851 1893 14
a 1851 1928 43
a 1852 1960 26
a 1852 1947 48
a 1852 1955 36
a 1853 1954 24
a 1853 1926 45
a 1853 1949 24
a 1854 1925 29
a 1854 1921 12
a 1854 1896 48
a 1855 1948 13
a 1855 1897 17
a 1855 1931 16
a 1856 1893 24
a 1856 1910 39
a 1856 1954 30
a 1857 1922 31
a 1857 1951 1
a 1857 1908 32
a 1858 1953 40
a 1858 1903 49
a 1858 1929 42
a 1859 1901 42
a 1859 1950 9
a 1859 1915 1
a 1860 1942 18
a 1860 1957 37
a 1860 1899 5
a 1861 1917 36
a 1861 1957 29
a 1861 1916 22
a 1862 1926 20
a 1862 1936 6
a 1862 1907 1
a 1863 1900 42
a 1863 1931 32
a 1863 1893 7
a 1864 1931 27
a 1864 1935 39
a 1864 1950 48
a 1865 1927 37
a 1865 1917 1
a 1865 1956 30
a 1866 1915 40
a 1866 1910 22
a 1866 1901 50
a 1867 1906 38
a 1867 1946 23
a 1867 1949 16
a 1868 1944 26
a 1868 1914 23
a 1868 1915 17
a 1869 1913 44
a 1869 1923 5
a 1869 1901 22
a 1870 1955 18
a 1870 1934 40
a 1870 1922 41
a 1871 1932 18
a 1871 1940 26
a 1871 1903 4
a 1872 1920 9
a 1872 1954 49
a 1872 1944 42
a 1873 1953 19
a 1873 1905 17
a 1873 1895 38
a 1874 1918 48
a 1874 1900 24
a 1874 1910 48
a 1875 1947 16
a 1875 1894 29
a 1875 1945 7
a 1876 1900 11
a 1876 1935 45
a 1876 1921 11
a 1877 1899 45
a 1877 1942 35
a 1877 1956 13
a 1878 1897 17
a 1878 1920 33
a 1878 1959 5
a 1879 1938 29
a 1879 1929 24
a 1879 1943 4
a 1880 1932 32
a 1880 1914 25
a 1880 1955 29
a 1881 1916 47
a 1881 1937 36
a 1881 1961 37
a 1882 1957 6
a 1882 1895 38
a 1882 1894 18
a 1883 1952 14
a 1883 1956 11
a 1883 1937 14
a 1884 1929 15
a 1884 1906 10
a 1884 1928 19
a 1885 1898 35
a 1885 1926 41
a 1885 1924 32
a 1886 1902 21
a 1886 1894 27
a 1886 1937 20
a 1887 1930 23
a 1887 1916 12
a 1887 1912 17
a 1888 1895 15
a 1888 1918 11
a 1888 1898 40
a 1889 1897 36
a 1889 1914 2
a 1889 1953 35
a 1890 1936 12
a 1890 1895 41
a 1890 1944 13
a 1891 1903 41
a 1891 1960 2
a 1891 1949 35
a 1892 1979 1
a 1892 2020 2
a 1892 2012 50
a 1893 2013 26
a 1893 1977 39
a 1893 1988 22
a 1894 1970 24
a 1894 2019 37
a 1894 1997 16
a 1895 2003 45
a 1895 1997 38
a 1895 2001 6
a 1896 1963 43
a 1896 2018 38
a 1896 1988 2
a 1897 2024 2
a 1897 1963 22
a 1897 1974 46
a 1898 1987 31
a 1898 1999 42
a 1898 1979 41
a 1899 1986 18
a 1899 1993 22
a 1899 2009 23
a 1900 1963 37
a 1900 1975 49
a 1900 1977 29
a 1901 1983 10
a 1901 2023 29
a 1901 1970 1
a 1902 1981 19
a 1902 2010 10
a 1902 1964 4
a 1903 1972 37
a 1903 2009 1
a 1903 1993 4
a 1904 1981 26
a 1904 1998 15
a 1904 1999 24
a 1905 1984 32
a 1905 1977 47
a 1905 2002 47
a 1906 2020 21
a 1906 1982 10
a 1906 2022 9
a 1907 2008 2
a 1907 1966 4
a 1907 2005 5
a 1908 2016 44
a 1908 1981 29
a 1908 2005 45
a 1909 1969 23
a 1909 1982 16
a 1909 2003 18
a 1910 1990 5
a 1910 1968 46
a 1910 2003 6
a 1911 2029 2
a 1911 2010 8
a 1911 1995 47
a 1912 1972 49
a 1912 2006 11
a 1912 2004 32
a 1913 1964 5
a 1913 2006 15
a 1913 2029 15
a 1914 1979 16
a 1914 2021 30
a 1914 1975 37
a 1915 2024 17
a 1915 1982 28
a 1915 2018 40
a 1916 2002 5
a 1916 1963 32
a 1916 1994 14
a 1917 1976 34
a 1917 1970 9
a 1917 1966 49
a 1918 1969 23
a 1918 2030 25
a 1918 1974 4
a 1919 2023 4
a 1919 2026 40
a 1919 1967 6
a 1920 2005 32
a 1920 2015 33
a 1920 2018 35
a 1921 2027 31
a 1921 2012 11
a 1921 1988 15
a 1922 2019 38
a 1922 1980 11
a 1922 1992 33
a 1923 1975 13
a 1923 1974 18
a 1923 1972 4
a 1924 1963 2
a 1924 1987 7
a 1924 1962 30
a 1925 2027 38
a 1925 1986 11
a 1925 2016 18
a 1926 2024 12
a 1926 2016 9
a 1926 2001 27
a 1927 1984 1
a 1927 2007 34
a 1927 2026 32
a 1928 1989 7
a 1928 1984 12
a 1928 1970 10
a 1929 1962 50
a 1929 2011 5
a 1929 1996 34
a 1930 2021 26
a 1930 2026 17
a 1930 2028 46
a 1931 2016 50
a 1931 2007 7
a 1931 1990 45
a 1932 1963 35
a 1932 2030 13
a 1932 1984 35
a 1933 1971 40
a 1933 1989 37
a 1933 1984 48
a 1934 1995 28
a 1934 2023 6
a 1934 1966 30
a 1935 1987 47
a 1935 2012 37
a 1935 1979 1
a 1936 2011 36
a 1936 1963 16
a 1936 1968 29
a 1937 2016 17
a 1937 1995 31
a 1937 1993 39
a 1938 2025 39
a 1938 1967 35
a 1938 1997 33
a 1939 2026 3
a 1939 2014 18
a 1939 2020 47
a 1940 2020 31
a 1940 2002 42
a 1940 2003 13
a 1941 2027 6
a 1941 1994 29
a 1941 1969 29
a 1942 1975 11
a 1942 1969 25
a 1942 1974 29
a 1943 1983 49
a 1943 1978 30
a 1943 1981 5
a 1944 2019 46
a 1944 2009 46
a 1944 2030 3
a 1945 1964 34
a 1945 1977 33
a 1945 2025 45
a 1946 2007 7
a 1946 1992 34
a 1946 1962 45
a 1947 1978 9
a 1947 1969 43
a 1947 2003 33
a 1948 2021 19
a 1948 1973 31
a 1948 2006 4
a 1949 1986 30
a 1949 1973 15
a 1949 2005 44
a 1950 2003 40
a 1950 2020 35
a 1950 1976 24
a 1951 1962 13
a 1951 2017 33
a 1951 1986 35
a 1952 2031 20
a 1952 2010 33
a 1952 1993 19
a 1953 2020 40
a 1953 1995 32
a 1953 2011 18
a 1954 2004 46
a 1954 1996 1
a 1954 1983 34
a 1955 2029 23
a 1955 2025 41
a 1955 2001 41
a 1956 1964 34
a 1956 1998 42
a 1956 2023 43
a 1957 2000 43
a 1957 2027 4
a 1957 1993 37
a 1958 1975 32
a 1958 2006 25
a 1958 2018 3
a 1959 1973 10
a 1959 2016 24
a 1959 2012 48
a 1960 2006 5
a 1960 2000 44
a 1960 1964 3
a 1961 1983 10
a 1961 1972 48
a 1961 1978 44
a 1962 2067 2
a 1962 2087 1
a 1962 2037 3
a 1963 2089 5
a 1963 2096 39
a 1963 2035 16
a 1964 2039 38
a 1964 2052 4
a 1964 2096 2
a 1965 2047 16
a 1965 2067 9
a 1965 2084 9
a 1966 2054 7
a 1966 2074 7
a 1966 2034 25
a 1967 2032 22
a 1967 2055 38
a 1967 2095 12
a 1968 2042 16
a 1968 2043 50
a 1968 2050 21
a 1969 2091 17
a 1969 2066 45
a 1969 2064 31
a 1970 2091 21
a 1970 2086 32
a 1970 2037 28
a 1971 2042 25
a 1971 2055 27
a 1971 2060 28
a 1972 2097 30
a 1972 2034 41
a 1972 2062 10
a 1973 2047 41
a 1973 2067 12
a 1973 2069 18
a 1974 2032 18
a 1974 2097 19
a 1974 2059 27
a 1975 2055 3
a 1975 2097 23
a 1975 2062 1
a 1976 2090 46
a 1976 2092 18
a 1976 2047 11
a 1977 2078 8
a 1977 2096 50
a 1977 2092 13
a 1978 2067 14
a 1978 2098 19
a 1978 2085 5
a 1979 2079 3
a 1979 2086 36
a 1979 2040 47
a 1980 2040 40
a 1980 2063 21
a 1980 2070 14
a 1981 2063 7
a 1981 2053 19
a 1981 2051 6
a 1982 2063 15
a 1982 2099 43
a 1982 2036 23
a 1983 2049 49
a 1983 2086 45
a 1983 2095 38
a 1984 2061 24
a 1984 2066 32
a 1984 2088 42
a 1985 2051 4
a 1985 2036 49
a 1985 2064 30
a 1986 2039 2
a 1986 2100 30
a 1986 2050 22
a 1987 2083 40
a 1987 2099 44
a 1987 2079 3
a 1988 2065 17
a 1988 2080 10
a 1988 2077 45
a 1989 2068 28
a 1989 2075 24
a 1989 2064 49
a 1990 2073 40
a 1990 2076 3
a 1990 2057 23
a 1991 2071 34
a 1991 2100 27
a 1991 2038 44
a 1992 2033 1
a 1992 2034 47
a 1992 2082 6
a 1993 2080 37
a 1993 2044 47
a 1993 2096 1
a 1994 2088 21
a 1994 2058 27
a 1994 2037 49
a 1995 2076 31
a 1995 2095 29
a 1995 2053 46
a 1996 2038 17
a 1996 2099 28
a 1996 2050 10
a 1997 2032 25
a 1997 2038 50
a 1997 2061 8
a 1998 2094 18
a 1998 2083 12
a 1998 2066 28
a 1999 2081 9
a 1999 2067 46
a 1999 2057 14
a 2000 2093 45
a 2000 2084 3
a 2000 2088 22
a 2001 2077 22
a 2001 2100 46
a 2001 2096 17
a 2002 2042 49
a 2002 2057 44
a 2002 2034 31
a 2003 2041 36
a 2003 2061 21
a 2003 2032 24
a 2004 2061 40
a 2004 2050 29
a 2004 2057 47
a 2005 2075 18
a 2005 2088 7
a 2005 2079 28
a 2006 2059 49
a 2006 2040 46
a 2006 2061 20
a 2007 2053 5
a 2007 2069 42
a 2007 2037 32
a 2008 2067 39
a 2008 2064 44
a 2008 2095 38
a 2009 2093 19
a 2009 2043 7
a 2009 2063 18
a 2010 2074 23
a 2010 2052 49
a 2010 2054 47
a 2011 2063 17
a 2011 2091 15
a 2011 2036 8
a 2012 2100 20
a 2012 2071 22
a 2012 2082 16
a 2013 2034 41
a 2013 2090 5
a 2013 2101 30
a 2014 2059 2
a 2014 2048 41
a 2014 2050 14
a 2015 2039 4
a 2015 2051 32
a 2015 2081 38
a 2016 2087 23
a 2016 2062 20
a 2016 2068 21
a 2017 2096 11
a 2017 2057 41
a 2017 2041 25
a 2018 2059 40
a 2018 2038 15
a 2018 2057 6
a 2019 2070 7
a 2019 2087 19
a 2019 2100 49
a 2020 2038 22
a 2020 2036 1
a 2020 2070 12
a 2021 2051 50
a 2021 2065 33
a 2021 2096 7
a 2022 2087 48
a 2022 2086 34
a 2022 2067 25
a 2023 2077 25
a 2023 2078 31
a 2023 2034 2
a 2024 2034 48
a 2024 2051 45
a 2024 2056 19
a 2025 2034 13
a 2025 2088 5
a 2025 2065 39
a 2026 2041 28
a 2026 2100 16
a 2026 2063 25
a 2027 2043 27
a 2027 2032 36
a 2027 2089 50
a 2028 2042 28
a 2028 2082 11
a 2028 2068 37
a 2029 2098 9
a 2029 2099 12
a 2029 2059 49
a 2030 2093 14
a 2030 2080 39
a 2030 2054 43
a 2031 2099 26
a 2031 2091 13
a 2031 2060 3
a 2032 2161 17
a 2032 2115 49
a 2032 2164 20
a 2033 2116 45
a 2033 2160 16
a 2033 2102 7
a 2034 2138 3
a 2034 2133 23
a 2034 2105 42
a 2035 2161 45
a 2035 2108 32
a 2035 2112 28
a 2036 2113 5
a 2036 2154 45
a 2036 2109 18
a 2037 2125 37
a 2037 2158 21
a 2037 2109 37
a 2038 2147 50
