c  Bad case for Goldberg
c 5000 vertices
a 10378 10379 5000
a 10379 10380 5000
a 10380 10381 5000
a 10381 10382 5000
a 10382 10383 5000
a 10383 10384 5000
a 10384 10385 5000
a 10385 10386 5000
a 10386 10387 5000
a 10387 10388 5000
a 10388 10389 5000
a 10389 10390 5000
a 10390 10391 5000
a 10391 10392 5000
a 10392 10393 5000
a 10393 10394 5000
a 10394 10395 5000
a 10395 10396 5000
a 10396 10397 5000
a 10397 10398 5000
a 10398 10399 5000
a 10399 10400 5000
a 10400 10401 5000
a 10401 10402 5000
a 10402 10403 5000
a 10403 10404 5000
a 10404 10405 5000
a 10405 10406 5000
a 10406 10407 5000
a 10407 10408 5000
a 10408 10409 5000
a 10409 10410 5000
a 10410 10411 5000
a 10411 10412 5000
a 10412 10413 5000
a 10413 10414 5000
a 10414 10415 5000
a 10415 10416 5000
a 10416 10417 5000
a 10417 10418 5000
a 10418 10419 5000
a 10419 10420 5000
a 10420 10421 5000
a 10421 10422 5000
a 10422 10423 5000
a 10423 10424 5000
a 10424 10425 5000
a 10425 10426 5000
a 10426 10427 5000
a 10427 10428 5000
a 10428 10429 5000
a 10429 10430 5000
a 10430 10431 5000
a 10431 10432 5000
a 10432 10433 5000
a 10433 10434 5000
a 10434 10435 5000
a 10435 10436 5000
a 10436 10437 5000
a 10437 10438 5000
a 10438 10439 5000
a 10439 10440 5000
a 10440 10441 5000
a 10441 10442 5000
a 10442 10443 5000
a 10443 10444 5000
a 10444 10445 5000
a 10445 10446 5000
a 10446 10447 5000
a 10447 10448 5000
a 10448 10449 5000
a 10449 10450 5000
a 10450 10451 5000
a 10451 10452 5000
a 10452 10453 5000
a 10453 10454 5000
a 10454 10455 5000
a 10455 10456 5000
a 10456 10457 5000
a 10457 10458 5000
a 10458 10459 5000
a 10459 10460 5000
a 10460 10461 5000
a 10461 10462 5000
a 10462 10463 5000
a 10463 10464 5000
a 10464 10465 5000
a 10465 10466 5000
a 10466 10467 5000
a 10467 10468 5000
a 10468 10469 5000
a 10469 10470 5000
a 10470 10471 5000
a 10471 10472 5000
a 10472 10473 5000
a 10473 10474 5000
a 10474 10475 5000
a 10475 10476 5000
a 10476 10477 5000
a 10477 10478 5000
a 10478 10479 5000
a 10479 10480 5000
a 10480 10481 5000
a 10481 10482 5000
a 10482 10483 5000
a 10483 10484 5000
a 10484 10485 5000
a 10485 10486 5000
a 10486 10487 5000
a 10487 10488 5000
a 10488 10489 5000
a 10489 10490 5000
a 10490 10491 5000
a 10491 10492 5000
a 10492 10493 5000
a 10493 10494 5000
a 10494 10495 5000
a 10495 10496 5000
a 10496 10497 5000
a 10497 10498 5000
a 10498 10499 5000
a 10499 10500 5000
a 10500 10501 5000
a 10501 10502 5000
a 10502 10503 5000
a 10503 10504 5000
a 10504 10505 5000
a 10505 10506 5000
a 10506 10507 5000
a 10507 10508 5000
a 10508 10509 5000
a 10509 10510 5000
a 10510 10511 5000
a 10511 10512 5000
a 10512 10513 5000
a 10513 10514 5000
a 10514 10515 5000
a 10515 10516 5000
a 10516 10517 5000
a 10517 10518 5000
a 10518 10519 5000
a 10519 10520 5000
a 10520 10521 5000
a 10521 10522 5000
a 10522 10523 5000
a 10523 10524 5000
a 10524 10525 5000
a 10525 10526 5000
a 10526 10527 5000
a 10527 10528 5000
a 10528 10529 5000
a 10529 10530 5000
a 10530 10531 5000
a 10531 10532 5000
a 10532 10533 5000
a 10533 10534 5000
a 10534 10535 5000
a 10535 10536 5000
a 10536 10537 5000
a 10537 10538 5000
a 10538 10539 5000
a 10539 10540 5000
a 10540 10541 5000
a 10541 10542 5000
a 10542 10543 5000
a 10543 10544 5000
a 10544 10545 5000
a 10545 10546 5000
a 10546 10547 5000
a 10547 10548 5000
a 10548 10549 5000
a 10549 10550 5000
a 10550 10551 5000
a 10551 10552 5000
a 10552 10553 5000
a 10553 10554 5000
a 10554 10555 5000
a 10555 10556 5000
a 10556 10557 5000
a 10557 10558 5000
a 10558 10559 5000
a 10559 10560 5000
a 10560 10561 5000
a 10561 10562 5000
a 10562 10563 5000
a 10563 10564 5000
a 10564 10565 5000
a 10565 10566 5000
a 10566 10567 5000
a 10567 10568 5000
a 10568 10569 5000
a 10569 10570 5000
a 10570 10571 5000
a 10571 10572 5000
a 10572 10573 5000
a 10573 10574 5000
a 10574 10575 5000
a 10575 10576 5000
a 10576 10577 5000
a 10577 10578 5000
a 10578 10579 5000
a 10579 10580 5000
a 10580 10581 5000
a 10581 10582 5000
a 10582 10583 5000
a 10583 10584 5000
a 10584 10585 5000
a 10585 10586 5000
a 10586 10587 5000
a 10587 10588 5000
a 10588 10589 5000
a 10589 10590 5000
a 10590 10591 5000
a 10591 10592 5000
a 10592 10593 5000
a 10593 10594 5000
a 10594 10595 5000
a 10595 10596 5000
a 10596 10597 5000
a 10597 10598 5000
a 10598 10599 5000
a 10599 10600 5000
a 10600 10601 5000
a 10601 10602 5000
a 10602 10603 5000
a 10603 10604 5000
a 10604 10605 5000
a 10605 10606 5000
a 10606 10607 5000
a 10607 10608 5000
a 10608 10609 5000
a 10609 10610 5000
a 10610 10611 5000
a 10611 10612 5000
a 10612 10613 5000
a 10613 10614 5000
a 10614 10615 5000
a 10615 10616 5000
a 10616 10617 5000
a 10617 10618 5000
a 10618 10619 5000
a 10619 10620 5000
a 10620 10621 5000
a 10621 10622 5000
a 10622 10623 5000
a 10623 10624 5000
a 10624 10625 5000
a 10625 10626 5000
a 10626 10627 5000
a 10627 10628 5000
a 10628 10629 5000
a 10629 10630 5000
a 10630 10631 5000
a 10631 10632 5000
a 10632 10633 5000
a 10633 10634 5000
a 10634 10635 5000
a 10635 10636 5000
a 10636 10637 5000
a 10637 10638 5000
a 10638 10639 5000
a 10639 10640 5000
a 10640 10641 5000
a 10641 10642 5000
a 10642 10643 5000
a 10643 10644 5000
a 10644 10645 5000
a 10645 10646 5000
a 10646 10647 5000
a 10647 10648 5000
a 10648 10649 5000
a 10649 10650 5000
a 10650 10651 5000
a 10651 10652 5000
a 10652 10653 5000
a 10653 10654 5000
a 10654 10655 5000
a 10655 10656 5000
a 10656 10657 5000
a 10657 10658 5000
a 10658 10659 5000
a 10659 10660 5000
a 10660 10661 5000
a 10661 10662 5000
a 10662 10663 5000
a 10663 10664 5000
a 10664 10665 5000
a 10665 10666 5000
a 10666 10667 5000
a 10667 10668 5000
a 10668 10669 5000
a 10669 10670 5000
a 10670 10671 5000
a 10671 10672 5000
a 10672 10673 5000
a 10673 10674 5000
a 10674 10675 5000
a 10675 10676 5000
a 10676 10677 5000
a 10677 10678 5000
a 10678 10679 5000
a 10679 10680 5000
a 10680 10681 5000
a 10681 10682 5000
a 10682 10683 5000
a 10683 10684 5000
a 10684 10685 5000
a 10685 10686 5000
a 10686 10687 5000
a 10687 10688 5000
a 10688 10689 5000
a 10689 10690 5000
a 10690 10691 5000
a 10691 10692 5000
a 10692 10693 5000
a 10693 10694 5000
a 10694 10695 5000
a 10695 10696 5000
a 10696 10697 5000
a 10697 10698 5000
a 10698 10699 5000
a 10699 10700 5000
a 10700 10701 5000
a 10701 10702 5000
a 10702 10703 5000
a 10703 10704 5000
a 10704 10705 5000
a 10705 10706 5000
a 10706 10707 5000
a 10707 10708 5000
a 10708 10709 5000
a 10709 10710 5000
a 10710 10711 5000
a 10711 10712 5000
a 10712 10713 5000
a 10713 10714 5000
a 10714 10715 5000
a 10715 10716 5000
a 10716 10717 5000
a 10717 10718 5000
a 10718 10719 5000
a 10719 10720 5000
a 10720 10721 5000
a 10721 10722 5000
a 10722 10723 5000
a 10723 10724 5000
a 10724 10725 5000
a 10725 10726 5000
a 10726 10727 5000
a 10727 10728 5000
a 10728 10729 5000
a 10729 10730 5000
a 10730 10731 5000
a 10731 10732 5000
a 10732 10733 5000
a 10733 10734 5000
a 10734 10735 5000
a 10735 10736 5000
a 10736 10737 5000
a 10737 10738 5000
a 10738 10739 5000
a 10739 10740 5000
a 10740 10741 5000
a 10741 10742 5000
a 10742 10743 5000
a 10743 10744 5000
a 10744 10745 5000
a 10745 10746 5000
a 10746 10747 5000
a 10747 10748 5000
a 10748 10749 5000
a 10749 10750 5000
a 10750 10751 5000
a 10751 10752 5000
a 10752 10753 5000
a 10753 10754 5000
a 10754 10755 5000
a 10755 10756 5000
a 10756 10757 5000
a 10757 10758 5000
a 10758 10759 5000
a 10759 10760 5000
a 10760 10761 5000
a 10761 10762 5000
a 10762 10763 5000
a 10763 10764 5000
a 10764 10765 5000
a 10765 10766 5000
a 10766 10767 5000
a 10767 10768 5000
a 10768 10769 5000
a 10769 10770 5000
a 10770 10771 5000
a 10771 10772 5000
a 10772 10773 5000
a 10773 10774 5000
a 10774 10775 5000
a 10775 10776 5000
a 10776 10777 5000
a 10777 10778 5000
a 10778 10779 5000
a 10779 10780 5000
a 10780 10781 5000
a 10781 10782 5000
a 10782 10783 5000
a 10783 10784 5000
a 10784 10785 5000
a 10785 10786 5000
a 10786 10787 5000
a 10787 10788 5000
a 10788 10789 5000
a 10789 10790 5000
a 10790 10791 5000
a 10791 10792 5000
a 10792 10793 5000
a 10793 10794 5000
a 10794 10795 5000
a 10795 10796 5000
a 10796 10797 5000
a 10797 10798 5000
a 10798 10799 5000
a 10799 10800 5000
a 10800 10801 5000
a 10801 10802 5000
a 10802 10803 5000
a 10803 10804 5000
a 10804 10805 5000
a 10805 10806 5000
a 10806 10807 5000
a 10807 10808 5000
a 10808 10809 5000
a 10809 10810 5000
a 10810 10811 5000
a 10811 10812 5000
a 10812 10813 5000
a 10813 10814 5000
a 10814 10815 5000
a 10815 10816 5000
a 10816 10817 5000
a 10817 10818 5000
a 10818 10819 5000
a 10819 10820 5000
a 10820 10821 5000
a 10821 10822 5000
a 10822 10823 5000
a 10823 10824 5000
a 10824 10825 5000
a 10825 10826 5000
a 10826 10827 5000
a 10827 10828 5000
a 10828 10829 5000
a 10829 10830 5000
a 10830 10831 5000
a 10831 10832 5000
a 10832 10833 5000
a 10833 10834 5000
a 10834 10835 5000
a 10835 10836 5000
a 10836 10837 5000
a 10837 10838 5000
a 10838 10839 5000
a 10839 10840 5000
a 10840 10841 5000
a 10841 10842 5000
a 10842 10843 5000
a 10843 10844 5000
a 10844 10845 5000
a 10845 10846 5000
a 10846 10847 5000
a 10847 10848 5000
a 10848 10849 5000
a 10849 10850 5000
a 10850 10851 5000
a 10851 10852 5000
a 10852 10853 5000
a 10853 10854 5000
a 10854 10855 5000
a 10855 10856 5000
a 10856 10857 5000
a 10857 10858 5000
a 10858 10859 5000
a 10859 10860 5000
a 10860 10861 5000
a 10861 10862 5000
a 10862 10863 5000
a 10863 10864 5000
a 10864 10865 5000
a 10865 10866 5000
a 10866 10867 5000
a 10867 10868 5000
a 10868 10869 5000
a 10869 10870 5000
a 10870 10871 5000
a 10871 10872 5000
a 10872 10873 5000
a 10873 10874 5000
a 10874 10875 5000
a 10875 10876 5000
a 10876 10877 5000
a 10877 10878 5000
a 10878 10879 5000
a 10879 10880 5000
a 10880 10881 5000
a 10881 10882 5000
a 10882 10883 5000
a 10883 10884 5000
a 10884 10885 5000
a 10885 10886 5000
a 10886 10887 5000
a 10887 10888 5000
a 10888 10889 5000
a 10889 10890 5000
a 10890 10891 5000
a 10891 10892 5000
a 10892 10893 5000
a 10893 10894 5000
a 10894 10895 5000
a 10895 10896 5000
a 10896 10897 5000
a 10897 10898 5000
a 10898 10899 5000
a 10899 10900 5000
a 10900 10901 5000
a 10901 10902 5000
a 10902 10903 5000
a 10903 10904 5000
a 10904 10905 5000
a 10905 10906 5000
a 10906 10907 5000
a 10907 10908 5000
a 10908 10909 5000
a 10909 10910 5000
a 10910 10911 5000
a 10911 10912 5000
a 10912 10913 5000
a 10913 10914 5000
a 10914 10915 5000
a 10915 10916 5000
a 10916 10917 5000
a 10917 10918 5000
a 10918 10919 5000
a 10919 10920 5000
a 10920 10921 5000
a 10921 10922 5000
a 10922 10923 5000
a 10923 10924 5000
a 10924 10925 5000
a 10925 10926 5000
a 10926 10927 5000
a 10927 10928 5000
a 10928 10929 5000
a 10929 10930 5000
a 10930 10931 5000
a 10931 10932 5000
a 10932 10933 5000
a 10933 10934 5000
a 10934 10935 5000
a 10935 10936 5000
a 10936 10937 5000
a 10937 10938 5000
a 10938 10939 5000
a 10939 10940 5000
a 10940 10941 5000
a 10941 10942 5000
a 10942 10943 5000
a 10943 10944 5000
a 10944 10945 5000
a 10945 10946 5000
a 10946 10947 5000
a 10947 10948 5000
a 10948 10949 5000
a 10949 10950 5000
a 10950 10951 5000
a 10951 10952 5000
a 10952 10953 5000
a 10953 10954 5000
a 10954 10955 5000
a 10955 10956 5000
a 10956 10957 5000
a 10957 10958 5000
a 10958 10959 5000
a 10959 10960 5000
a 10960 10961 5000
a 10961 10962 5000
a 10962 10963 5000
a 10963 10964 5000
a 10964 10965 5000
a 10965 10966 5000
a 10966 10967 5000
a 10967 10968 5000
a 10968 10969 5000
a 10969 10970 5000
a 10970 10971 5000
a 10971 10972 5000
a 10972 10973 5000
a 10973 10974 5000
a 10974 10975 5000
a 10975 10976 5000
a 10976 10977 5000
a 10977 10978 5000
a 10978 10979 5000
a 10979 10980 5000
a 10980 10981 5000
a 10981 10982 5000
a 10982 10983 5000
a 10983 10984 5000
a 10984 10985 5000
a 10985 10986 5000
a 10986 10987 5000
a 10987 10988 5000
a 10988 10989 5000
a 10989 10990 5000
a 10990 10991 5000
a 10991 10992 5000
a 10992 10993 5000
a 10993 10994 5000
a 10994 10995 5000
a 10995 10996 5000
a 10996 10997 5000
a 10997 10998 5000
a 10998 10999 5000
a 10999 11000 5000
a 11000 11001 5000
a 11001 11002 5000
a 11002 11003 5000
a 11003 11004 5000
a 11004 11005 5000
a 11005 11006 5000
a 11006 11007 5000
a 11007 11008 5000
a 11008 11009 5000
a 11009 11010 5000
a 11010 11011 5000
a 11011 11012 5000
a 11012 11013 5000
a 11013 11014 5000
a 11014 11015 5000
a 11015 11016 5000
a 11016 11017 5000
a 11017 11018 5000
a 11018 11019 5000
a 11019 11020 5000
a 11020 11021 5000
a 11021 11022 5000
a 11022 11023 5000
a 11023 11024 5000
a 11024 11025 5000
a 11025 11026 5000
a 11026 11027 5000
a 11027 11028 5000
a 11028 11029 5000
a 11029 11030 5000
a 11030 11031 5000
a 11031 11032 5000
a 11032 11033 5000
a 11033 11034 5000
a 11034 11035 5000
a 11035 11036 5000
a 11036 11037 5000
a 11037 11038 5000
a 11038 11039 5000
a 11039 11040 5000
a 11040 11041 5000
a 11041 11042 5000
a 11042 11043 5000
a 11043 11044 5000
a 11044 11045 5000
a 11045 11046 5000
a 11046 11047 5000
a 11047 11048 5000
a 11048 11049 5000
a 11049 11050 5000
a 11050 11051 5000
a 11051 11052 5000
a 11052 11053 5000
a 11053 11054 5000
a 11054 11055 5000
a 11055 11056 5000
a 11056 11057 5000
a 11057 11058 5000
a 11058 11059 5000
a 11059 11060 5000
a 11060 11061 5000
a 11061 11062 5000
a 11062 11063 5000
a 11063 11064 5000
a 11064 11065 5000
a 11065 11066 5000
a 11066 11067 5000
a 11067 11068 5000
a 11068 11069 5000
a 11069 11070 5000
a 11070 11071 5000
a 11071 11072 5000
a 11072 11073 5000
a 11073 11074 5000
a 11074 11075 5000
a 11075 11076 5000
a 11076 11077 5000
a 11077 11078 5000
a 11078 11079 5000
a 11079 11080 5000
a 11080 11081 5000
a 11081 11082 5000
a 11082 11083 5000
a 11083 11084 5000
a 11084 11085 5000
a 11085 11086 5000
a 11086 11087 5000
a 11087 11088 5000
a 11088 11089 5000
a 11089 11090 5000
a 11090 11091 5000
a 11091 11092 5000
a 11092 11093 5000
a 11093 11094 5000
a 11094 11095 5000
a 11095 11096 5000
a 11096 11097 5000
a 11097 11098 5000
a 11098 11099 5000
a 11099 11100 5000
a 11100 11101 5000
a 11101 11102 5000
a 11102 11103 5000
a 11103 11104 5000
a 11104 11105 5000
a 11105 11106 5000
a 11106 11107 5000
a 11107 11108 5000
a 11108 11109 5000
a 11109 11110 5000
a 11110 11111 5000
a 11111 11112 5000
a 11112 11113 5000
a 11113 11114 5000
a 11114 11115 5000
a 11115 11116 5000
a 11116 11117 5000
a 11117 11118 5000
a 11118 11119 5000
a 11119 11120 5000
a 11120 11121 5000
a 11121 11122 5000
a 11122 11123 5000
a 11123 11124 5000
a 11124 11125 5000
a 11125 11126 5000
a 11126 11127 5000
a 11127 11128 5000
a 11128 11129 5000
a 11129 11130 5000
a 11130 11131 5000
a 11131 11132 5000
a 11132 11133 5000
a 11133 11134 5000
a 11134 11135 5000
a 11135 11136 5000
a 11136 11137 5000
a 11137 11138 5000
a 11138 11139 5000
a 11139 11140 5000
a 11140 11141 5000
a 11141 11142 5000
a 11142 11143 5000
a 11143 11144 5000
a 11144 11145 5000
a 11145 11146 5000
a 11146 11147 5000
a 11147 11148 5000
a 11148 11149 5000
a 11149 11150 5000
a 11150 11151 5000
a 11151 11152 5000
a 11152 11153 5000
a 11153 11154 5000
a 11154 11155 5000
a 11155 11156 5000
a 11156 11157 5000
a 11157 11158 5000
a 11158 11159 5000
a 11159 11160 5000
a 11160 11161 5000
a 11161 11162 5000
a 11162 11163 5000
a 11163 11164 5000
a 11164 11165 5000
a 11165 11166 5000
a 11166 11167 5000
a 11167 11168 5000
a 11168 11169 5000
a 11169 11170 5000
a 11170 11171 5000
a 11171 11172 5000
a 11172 11173 5000
a 11173 11174 5000
a 11174 11175 5000
a 11175 11176 5000
a 11176 11177 5000
a 11177 11178 5000
a 11178 11179 5000
a 11179 11180 5000
a 11180 11181 5000
a 11181 11182 5000
a 11182 11183 5000
a 11183 11184 5000
a 11184 11185 5000
a 11185 11186 5000
a 11186 11187 5000
a 11187 11188 5000
a 11188 11189 5000
a 11189 11190 5000
a 11190 11191 5000
a 11191 11192 5000
a 11192 11193 5000
a 11193 11194 5000
a 11194 11195 5000
a 11195 11196 5000
a 11196 11197 5000
a 11197 11198 5000
a 11198 11199 5000
a 11199 11200 5000
a 11200 11201 5000
a 11201 11202 5000
a 11202 11203 5000
a 11203 11204 5000
a 11204 11205 5000
a 11205 11206 5000
a 11206 11207 5000
a 11207 11208 5000
a 11208 11209 5000
a 11209 11210 5000
a 11210 11211 5000
a 11211 11212 5000
a 11212 11213 5000
a 11213 11214 5000
a 11214 11215 5000
a 11215 11216 5000
a 11216 11217 5000
a 11217 11218 5000
a 11218 11219 5000
a 11219 11220 5000
a 11220 11221 5000
a 11221 11222 5000
a 11222 11223 5000
a 11223 11224 5000
a 11224 11225 5000
a 11225 11226 5000
a 11226 11227 5000
a 11227 11228 5000
a 11228 11229 5000
a 11229 11230 5000
a 11230 11231 5000
a 11231 11232 5000
a 11232 11233 5000
a 11233 11234 5000
a 11234 11235 5000
a 11235 11236 5000
a 11236 11237 5000
a 11237 11238 5000
a 11238 11239 5000
a 11239 11240 5000
a 11240 11241 5000
a 11241 11242 5000
a 11242 11243 5000
a 11243 11244 5000
a 11244 11245 5000
a 11245 11246 5000
a 11246 11247 5000
a 11247 11248 5000
a 11248 11249 5000
a 11249 11250 5000
a 11250 11251 5000
a 11251 11252 5000
a 11252 11253 5000
a 11253 11254 5000
a 11254 11255 5000
a 11255 11256 5000
a 11256 11257 5000
a 11257 11258 5000
a 11258 11259 5000
a 11259 11260 5000
a 11260 11261 5000
a 11261 11262 5000
a 11262 11263 5000
a 11263 11264 5000
a 11264 11265 5000
a 11265 11266 5000
a 11266 11267 5000
a 11267 11268 5000
a 11268 11269 5000
a 11269 11270 5000
a 11270 11271 5000
a 11271 11272 5000
a 11272 11273 5000
a 11273 11274 5000
a 11274 11275 5000
a 11275 11276 5000
a 11276 11277 5000
a 11277 11278 5000
a 11278 11279 5000
a 11279 11280 5000
a 11280 11281 5000
a 11281 11282 5000
a 11282 11283 5000
a 11283 11284 5000
a 11284 11285 5000
a 11285 11286 5000
a 11286 11287 5000
a 11287 11288 5000
a 11288 11289 5000
a 11289 11290 5000
a 11290 11291 5000
a 11291 11292 5000
a 11292 11293 5000
a 11293 11294 5000
a 11294 11295 5000
a 11295 11296 5000
a 11296 11297 5000
a 11297 11298 5000
a 11298 11299 5000
a 11299 11300 5000
a 11300 11301 5000
a 11301 11302 5000
a 11302 11303 5000
a 11303 11304 5000
a 11304 11305 5000
a 11305 11306 5000
a 11306 11307 5000
a 11307 11308 5000
a 11308 11309 5000
a 11309 11310 5000
a 11310 11311 5000
a 11311 11312 5000
a 11312 11313 5000
a 11313 11314 5000
a 11314 11315 5000
a 11315 11316 5000
a 11316 11317 5000
a 11317 11318 5000
a 11318 11319 5000
a 11319 11320 5000
a 11320 11321 5000
a 11321 11322 5000
a 11322 11323 5000
a 11323 11324 5000
a 11324 11325 5000
a 11325 11326 5000
a 11326 11327 5000
a 11327 11328 5000
a 11328 11329 5000
a 11329 11330 5000
a 11330 11331 5000
a 11331 11332 5000
a 11332 11333 5000
a 11333 11334 5000
a 11334 11335 5000
a 11335 11336 5000
a 11336 11337 5000
a 11337 11338 5000
a 11338 11339 5000
a 11339 11340 5000
a 11340 11341 5000
a 11341 11342 5000
a 11342 11343 5000
a 11343 11344 5000
a 11344 11345 5000
a 11345 11346 5000
a 11346 11347 5000
a 11347 11348 5000
a 11348 11349 5000
a 11349 11350 5000
a 11350 11351 5000
a 11351 11352 5000
a 11352 11353 5000
a 11353 11354 5000
a 11354 11355 5000
a 11355 11356 5000
a 11356 11357 5000
a 11357 11358 5000
a 11358 11359 5000
a 11359 11360 5000
a 11360 11361 5000
a 11361 11362 5000
a 11362 11363 5000
a 11363 11364 5000
a 11364 11365 5000
a 11365 11366 5000
a 11366 11367 5000
a 11367 11368 5000
a 11368 11369 5000
a 11369 11370 5000
a 11370 11371 5000
a 11371 11372 5000
a 11372 11373 5000
a 11373 11374 5000
a 11374 11375 5000
a 11375 11376 5000
a 11376 11377 5000
a 11377 11378 5000
a 11378 11379 5000
a 11379 11380 5000
a 11380 11381 5000
a 11381 11382 5000
a 11382 11383 5000
a 11383 11384 5000
a 11384 11385 5000
a 11385 11386 5000
a 11386 11387 5000
a 11387 11388 5000
a 11388 11389 5000
a 11389 11390 5000
a 11390 11391 5000
a 11391 11392 5000
a 11392 11393 5000
a 11393 11394 5000
a 11394 11395 5000
a 11395 11396 5000
a 11396 11397 5000
a 11397 11398 5000
a 11398 11399 5000
a 11399 11400 5000
a 11400 11401 5000
a 11401 11402 5000
a 11402 11403 5000
a 11403 11404 5000
a 11404 11405 5000
a 11405 11406 5000
a 11406 11407 5000
a 11407 11408 5000
a 11408 11409 5000
a 11409 11410 5000
a 11410 11411 5000
a 11411 11412 5000
a 11412 11413 5000
a 11413 11414 5000
a 11414 11415 5000
a 11415 11416 5000
a 11416 11417 5000
a 11417 11418 5000
a 11418 11419 5000
a 11419 11420 5000
a 11420 11421 5000
a 11421 11422 5000
a 11422 11423 5000
a 11423 11424 5000
a 11424 11425 5000
a 11425 11426 5000
a 11426 11427 5000
a 11427 11428 5000
a 11428 11429 5000
a 11429 11430 5000
a 11430 11431 5000
a 11431 11432 5000
a 11432 11433 5000
a 11433 11434 5000
a 11434 11435 5000
a 11435 11436 5000
a 11436 11437 5000
a 11437 11438 5000
a 11438 11439 5000
a 11439 11440 5000
a 11440 11441 5000
a 11441 11442 5000
a 11442 11443 5000
a 11443 11444 5000
a 11444 11445 5000
a 11445 11446 5000
a 11446 11447 5000
a 11447 11448 5000
a 11448 11449 5000
a 11449 11450 5000
a 11450 11451 5000
a 11451 11452 5000
a 11452 11453 5000
a 11453 11454 5000
a 11454 11455 5000
a 11455 11456 5000
a 11456 11457 5000
a 11457 11458 5000
a 11458 11459 5000
a 11459 11460 5000
a 11460 11461 5000
a 11461 11462 5000
a 11462 11463 5000
a 11463 11464 5000
a 11464 11465 5000
a 11465 11466 5000
a 11466 11467 5000
a 11467 11468 5000
a 11468 11469 5000
a 11469 11470 5000
a 11470 11471 5000
a 11471 11472 5000
a 11472 11473 5000
a 11473 11474 5000
a 11474 11475 5000
a 11475 11476 5000
a 11476 11477 5000
a 11477 11478 5000
a 11478 11479 5000
a 11479 11480 5000
a 11480 11481 5000
a 11481 11482 5000
a 11482 11483 5000
a 11483 11484 5000
a 11484 11485 5000
a 11485 11486 5000
a 11486 11487 5000
a 11487 11488 5000
a 11488 11489 5000
a 11489 11490 5000
a 11490 11491 5000
a 11491 11492 5000
a 11492 11493 5000
a 11493 11494 5000
a 11494 11495 5000
a 11495 11496 5000
a 11496 11497 5000
a 11497 11498 5000
a 11498 11499 5000
a 11499 11500 5000
a 11500 11501 5000
a 11501 11502 5000
a 11502 11503 5000
a 11503 11504 5000
a 11504 11505 5000
a 11505 11506 5000
a 11506 11507 5000
a 11507 11508 5000
a 11508 11509 5000
a 11509 11510 5000
a 11510 11511 5000
a 11511 11512 5000
a 11512 11513 5000
a 11513 11514 5000
a 11514 11515 5000
a 11515 11516 5000
a 11516 11517 5000
a 11517 11518 5000
a 11518 11519 5000
a 11519 11520 5000
a 11520 11521 5000
a 11521 11522 5000
a 11522 11523 5000
a 11523 11524 5000
a 11524 11525 5000
a 11525 11526 5000
a 11526 11527 5000
a 11527 11528 5000
a 11528 11529 5000
a 11529 11530 5000
a 11530 11531 5000
a 11531 11532 5000
a 11532 11533 5000
a 11533 11534 5000
a 11534 11535 5000
a 11535 11536 5000
a 11536 11537 5000
a 11537 11538 5000
a 11538 11539 5000
a 11539 11540 5000
a 11540 11541 5000
a 11541 11542 5000
a 11542 11543 5000
a 11543 11544 5000
a 11544 11545 5000
a 11545 11546 5000
a 11546 11547 5000
a 11547 11548 5000
a 11548 11549 5000
a 11549 11550 5000
a 11550 11551 5000
a 11551 11552 5000
a 11552 11553 5000
a 11553 11554 5000
a 11554 11555 5000
a 11555 11556 5000
a 11556 11557 5000
a 11557 11558 5000
a 11558 11559 5000
a 11559 11560 5000
a 11560 11561 5000
a 11561 11562 5000
a 11562 11563 5000
a 11563 11564 5000
a 11564 11565 5000
a 11565 11566 5000
a 11566 11567 5000
a 11567 11568 5000
a 11568 11569 5000
a 11569 11570 5000
a 11570 11571 5000
a 11571 11572 5000
a 11572 11573 5000
a 11573 11574 5000
a 11574 11575 5000
a 11575 11576 5000
a 11576 11577 5000
a 11577 11578 5000
a 11578 11579 5000
a 11579 11580 5000
a 11580 11581 5000
a 11581 11582 5000
a 11582 11583 5000
a 11583 11584 5000
a 11584 11585 5000
a 11585 11586 5000
a 11586 11587 5000
a 11587 11588 5000
a 11588 11589 5000
a 11589 11590 5000
a 11590 11591 5000
a 11591 11592 5000
a 11592 11593 5000
a 11593 11594 5000
a 11594 11595 5000
a 11595 11596 5000
a 11596 11597 5000
a 11597 11598 5000
a 11598 11599 5000
a 11599 11600 5000
a 11600 11601 5000
a 11601 11602 5000
a 11602 11603 5000
a 11603 11604 5000
a 11604 11605 5000
a 11605 11606 5000
a 11606 11607 5000
a 11607 11608 5000
a 11608 11609 5000
a 11609 11610 5000
a 11610 11611 5000
a 11611 11612 5000
a 11612 11613 5000
a 11613 11614 5000
a 11614 11615 5000
a 11615 11616 5000
a 11616 11617 5000
a 11617 11618 5000
a 11618 11619 5000
a 11619 11620 5000
a 11620 11621 5000
a 11621 11622 5000
a 11622 11623 5000
a 11623 11624 5000
a 11624 11625 5000
a 11625 11626 5000
a 11626 11627 5000
a 11627 11628 5000
a 11628 11629 5000
a 11629 11630 5000
a 11630 11631 5000
a 11631 11632 5000
a 11632 11633 5000
a 11633 11634 5000
a 11634 11635 5000
a 11635 11636 5000
a 11636 11637 5000
a 11637 11638 5000
a 11638 11639 5000
a 11639 11640 5000
a 11640 11641 5000
a 11641 11642 5000
a 11642 11643 5000
a 11643 11644 5000
a 11644 11645 5000
a 11645 11646 5000
a 11646 11647 5000
a 11647 11648 5000
